"country","category","rss-url"
"GB","entertainment","http://feeds.skynews.com/feeds/rss/entertainment.xml"
"GB","entertainment","http://www.standard.co.uk/showbiz/rss"
"GB","entertainment","http://www.manchestereveningnews.co.uk/news/showbiz-news/rss.xml"
"GB","entertainment","http://www.theguardian.com/music/rss"
"GB","entertainment","http://www.music-news.com/rss/UK/news"
"GB","entertainment","http://feeds.feedburner.com/factmag"
"GB","entertainment","http://www.uncut.co.uk/feed"
"GB","entertainment","http://www.theguardian.com/us/film/rss"
"GB","entertainment","http://www.film-news.co.uk/rss/UK/news"
"GB","entertainment","https://uk.movies.yahoo.com/rss"
"GB","entertainment","http://metro.co.uk/entertainment/tv/feed/"
"GB","entertainment","http://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml"
"GB","entertainment","http://www.popsugar.co.uk/celebrity/feed"
"GB","entertainment","http://www.independent.co.uk/arts-entertainment/tv/rss"
"GB","entertainment","http://www.dailymail.co.uk/tvshowbiz/articles.rss"
"GB","entertainment","http://www.hellomagazine.com/rss.xml"
"GB","entertainment","http://feeds.feedburner.com/the-edge-susu"
"GB","entertainment","http://www.theguardian.com/tv-and-radio/entertainment/rss"
"AU","general","http://www.abc.net.au/news/feed/46182/rss.xml"
"AU","general","http://feeds.feedburner.com/TheAustralianTheNationNews"
"AU","general","http://www.theguardian.com/au/rss"
"AU","general","http://www.abc.net.au/local/rss/sydney/news.xml"
"AU","general","http://rss.nzherald.co.nz/rss/xml/nzhrsscid_000000002.xml"
"AU","general","http://feeds.bbci.co.uk/news/world/asia/rss.xml"
"AU","general","http://www.dailymail.co.uk/auhome/index.rss"
"AU","general","http://feeds.feedburner.com/dailytelegraphnationalnewsndm?format=xml"
"AU","general","http://feeds.news.com.au/public/rss/2.0/bcm_top_stories_257.xml"
"AU","general","http://feeds.news.com.au/public/rss/2.0/anow_topstories_250.xml"
"AU","general","http://feeds.news.com.au/heraldsun/rss/heraldsun_news_morenews_2794.xml"
"AU","general","http://feeds.news.com.au/public/rss/2.0/The%20Mercury%20%7C%20Top%20Stories_3304.xml"
"AU","general","http://feeds.news.com.au/public/rss/2.0/wtn_top_3368.xml"
"AU","politics","http://feeds.feedburner.com/TheAustralianPolitics"
"AU","politics","http://feeds.news.com.au/public/rss/2.0/au_national_affairs_news_13_3296.xml"
"AU","politics","http://feeds.feedburner.com/TheAustralianMediaNews"
"AU","politics","http://www.rba.gov.au/rss/rss-cb-media-releases.xml"
"AU","politics","http://www.crikey.com.au/politics/feed"
"AU","politics","http://www.theguardian.com/world/australian-politics/rss"
"AU","business","http://www.dynamicbusiness.com.au/feed"
"AU","business","http://feeds.feedburner.com/TheAustralianBusNews?format=xml"
"AU","business","http://feeds.feedburner.com/TheAustralianBusAviation?format=xml"
"AU","business","http://feeds.feedburner.com/TheAustralianBusinessWorldBusNews?format=xml"
"AU","business","http://feeds.news.com.au/public/rss/2.0/business_top_stories_346.xml"
"AU","business","http://www.smh.com.au/rssheadlines/business.xml"
"AU","business","http://feeds.news.com.au/heraldsun/rss/heraldsun_news_business_2783.xml"
"AU","health","http://www.smh.com.au/rssheadlines/health/article/rss.xml"
"AU","health","http://feeds.news.com.au/public/rss/2.0/news_lifestyle_3171.xml"
"AU","health","http://www.dailyrecord.co.uk/lifestyle/health-fitness/rss.xml"
"AU","health","http://www.starobserver.com.au/category/features/healthy-living/feed"
"AU","science","http://feeds.news.com.au/public/rss/2.0/news_tech_506.xml"
"AU","science","http://www.smh.com.au/rssheadlines/health/article/rss.xml"
"AU","science","http://www.theage.com.au/rssheadlines/technology-news/article/rss.xml"
"AU","sports","http://www.abc.net.au/news/feed/45924/rss.xml"
"AU","sports","http://feeds.feedburner.com/TheAustralianSportsNews"
"AU","sports","http://feeds.news.com.au/public/rss/2.0/news_sport_3168.xml"
"AU","sports","http://feeds.news.com.au/rss/newslocal/dt_nlocal_sport_3214.xml"
"AU","sports","http://feeds.news.com.au/heraldsun/rss/heraldsun_news_sport_2789.xml"
"AU","sports","http://feeds.bbci.co.uk/sport/0/cricket/rss.xml?edition=uk"
"AU","tech","http://feeds.gizmodo.com.au/gizmodoaustraliaau"
"AU","tech","http://www.smh.com.au/rssheadlines/technology-news/article/rss.xml"
"AU","tech","http://feeds.news.com.au/heraldsun/rss/heraldsun_news_technology_2790.xml"
"AU","tech","http://feeds.news.com.au/public/rss/2.0/news_tech_506.xml"
"AU","tech","http://www.techrepublic.com/rssfeeds/blog/australian-technology/"
"AU","entertainment","http://feeds.news.com.au/public/rss/2.0/cpost_news_entertainment_3329.xml"
"AU","entertainment","http://feeds.news.com.au/public/rss/2.0/The%20Mercury%20|%20Entertainment_3306.xml"
